id,sequence,department_id/id,name,mos,no_of_recruitment,payroll_grade,rank_id/id
a1234-j0312,387,military_department.a1234-d073,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j0314,389,military_department.a1234-d073,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j0315,390,military_department.a1234-d073,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j0316,391,military_department.a1234-d073,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j0317,392,military_department.a1234-d073,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0318,394,military_department.a1234-d074,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j0319,395,military_department.a1234-d074,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j0320,396,military_department.a1234-d074,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j0321,397,military_department.a1234-d074,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j0322,398,military_department.a1234-d074,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j0324,400,military_department.a1234-d074,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j0325,401,military_department.a1234-d074,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j0326,402,military_department.a1234-d074,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j0327,403,military_department.a1234-d074,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0328,405,military_department.a1234-d075,Командир взводу,307003,1,12,military_rank.rank_190
a1234-j0329,406,military_department.a1234-d075,Бойовий медик взводу,878033,1,7/5 ,military_rank.rank_70
a1234-j0330,408,military_department.a1234-d076,Головний сержант - командир відділення,102975/182,1,10,military_rank.rank_90
a1234-j0331,409,military_department.a1234-d076,Старший навідник,102803,1,6/4,military_rank.rank_50
a1234-j0332,410,military_department.a1234-d076,Номер обслуги,102533,2,4/2,military_rank.rank_30
a1234-j0334,412,military_department.a1234-d076,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0335,414,military_department.a1234-d077,Командир відділення - командир гранатомета,145182/148,1,9/6 ,military_rank.rank_70
a1234-j0336,415,military_department.a1234-d077,Старший навідник,145803,1,6/4,military_rank.rank_50
a1234-j0337,416,military_department.a1234-d077,Номер обслуги,145533,2,4/2,military_rank.rank_30
a1234-j0339,418,military_department.a1234-d077,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0340,420,military_department.a1234-d078,Командир відділення - командир гранатомета,145182/148,1,9/6 ,military_rank.rank_70
a1234-j0341,421,military_department.a1234-d078,Старший навідник,145803,1,6/4,military_rank.rank_50
a1234-j0342,422,military_department.a1234-d078,Номер обслуги,145533,2,4/2,military_rank.rank_30
a1234-j0344,424,military_department.a1234-d078,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0345,426,military_department.a1234-d079,Командир відділення,139182,1,9/6 ,military_rank.rank_70
a1234-j0346,427,military_department.a1234-d079,Старший оператор,139810,1,6/4,military_rank.rank_50
a1234-j0347,428,military_department.a1234-d079,Оператор,139543,2,5/3,military_rank.rank_30
a1234-j0349,430,military_department.a1234-d079,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0350,432,military_department.a1234-d080,Командир роти,212003,1,19,military_rank.rank_220
a1234-j0351,433,military_department.a1234-d080,Заступник командира роти - інструктор з повітряно-десантної підготовки,212003,1,18,military_rank.rank_190
a1234-j0352,434,military_department.a1234-d080,Заступник командира роти з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j0353,435,military_department.a1234-d080,Технік,738945,1,10,military_rank.rank_100
a1234-j0354,436,military_department.a1234-d080,Головний сержант,100974,1,12,military_rank.rank_100
a1234-j0355,437,military_department.a1234-d080,Сержант з матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j0356,438,military_department.a1234-d080,Старший бойовий медик,878978,1,7,military_rank.rank_80
a1234-j0357,439,military_department.a1234-d080,Старший водій,790702,2,6/4,military_rank.rank_50
a1234-j0359,441,military_department.a1234-d080,Навідник,101281,1,4/2,military_rank.rank_30
a1234-j0360,443,military_department.a1234-d081,Командир взводу,212003,1,12,military_rank.rank_190
a1234-j0361,444,military_department.a1234-d081,Головний сержант,100975,1,10,military_rank.rank_90
a1234-j0362,445,military_department.a1234-d081,Бойовий медик взводу,878033,1,7/5 ,military_rank.rank_70
a1234-j0363,447,military_department.a1234-d082,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j0364,448,military_department.a1234-d082,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j0365,449,military_department.a1234-d082,Старший водій,790702,1,6/4,military_rank.rank_50
a1234-j0366,450,military_department.a1234-d082,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j0367,451,military_department.a1234-d082,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j0368,452,military_department.a1234-d082,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j0370,454,military_department.a1234-d082,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j0371,455,military_department.a1234-d082,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j0372,456,military_department.a1234-d082,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j0373,458,military_department.a1234-d083,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j0374,459,military_department.a1234-d083,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j0375,460,military_department.a1234-d083,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j0376,461,military_department.a1234-d083,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j0377,462,military_department.a1234-d083,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j0379,464,military_department.a1234-d083,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j0380,465,military_department.a1234-d083,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j0381,466,military_department.a1234-d083,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j0382,467,military_department.a1234-d083,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0383,469,military_department.a1234-d084,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j0384,470,military_department.a1234-d084,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j0385,471,military_department.a1234-d084,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j0386,472,military_department.a1234-d084,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j0387,473,military_department.a1234-d084,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j0389,475,military_department.a1234-d084,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j0390,476,military_department.a1234-d084,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j0391,477,military_department.a1234-d084,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j0392,478,military_department.a1234-d084,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0393,480,military_department.a1234-d085,Командир відділення,100182,1,9/6 ,military_rank.rank_70
a1234-j0394,481,military_department.a1234-d085,Старший стрілець,100868,1,6/4,military_rank.rank_50
a1234-j0395,482,military_department.a1234-d085,Стрілець - снайпер,100672,1,4/3,military_rank.rank_30
a1234-j0396,483,military_department.a1234-d085,Гранатометник,103061,1,5/3,military_rank.rank_30
a1234-j0397,484,military_department.a1234-d085,Навідник,101281,2,4/2,military_rank.rank_30
a1234-j0399,486,military_department.a1234-d085,Стрілець - помічник гранатометника,100915/630,1,5/2,military_rank.rank_30
a1234-j0400,487,military_department.a1234-d085,Стрілець - номер обслуги,100915/533,1,5/2,military_rank.rank_30
a1234-j0401,488,military_department.a1234-d085,Стрілець - санітар,101915/534,1,5/3,military_rank.rank_30
a1234-j0402,489,military_department.a1234-d085,Водій,790037,1,5/2,military_rank.rank_30
a1234-j0403,491,military_department.a1234-d086,Командир взводу,212003,1,12,military_rank.rank_190
a1234-j0404,492,military_department.a1234-d086,Головний сержант,100975,1,10,military_rank.rank_90
a1234-j0405,493,military_department.a1234-d086,Бойовий медик взводу,878033,1,7/5 ,military_rank.rank_70
a1234-j0406,495,military_department.a1234-d087,Командир відділення,100182,1,9/6 ,military_rank.rank_70
